season,date_game,visitor_team_name,visitor_pts,home_team_name,home_pts,is_cup_final,visitor_margin,home_margin,visitor_win,home_win,grouped_date_id,unique_game_id,home_wl,visitor_wl,home_result,visitor_result
2004,2004-09-14,New York Liberty,71,Detroit Shock,82,0,-11.0,11.0,0,1,610,1757,W,L,W 82-71 vs. New York Liberty,L 71-82 @ Detroit Shock
2004,2004-09-15,Washington Mystics,84,San Antonio Silver Stars,73,0,11.0,-11.0,1,0,611,1758,L,W,L 73-84 vs. Washington Mystics,W 84-73 @ San Antonio Silver Stars
2004,2004-09-15,Connecticut Sun,81,Charlotte Sting,67,0,14.0,-14.0,1,0,611,1759,L,W,L 67-81 vs. Connecticut Sun,W 81-67 @ Charlotte Sting
2004,2004-09-15,Phoenix Mercury,58,Seattle Storm,73,0,-15.0,15.0,0,1,611,1760,W,L,W 73-58 vs. Phoenix Mercury,L 58-73 @ Seattle Storm
2004,2004-09-16,Sacramento Monarchs,71,Houston Comets,62,0,9.0,-9.0,1,0,612,1761,L,W,L 62-71 vs. Sacramento Monarchs,W 71-62 @ Houston Comets
2004,2004-09-16,Indiana Fever,71,New York Liberty,77,0,-6.0,6.0,0,1,612,1762,W,L,W 77-71 vs. Indiana Fever,L 71-77 @ New York Liberty
2004,2004-09-17,Washington Mystics,74,Phoenix Mercury,67,0,7.0,-7.0,1,0,613,1763,L,W,L 67-74 vs. Washington Mystics,W 74-67 @ Phoenix Mercury
2004,2004-09-17,New York Liberty,69,Connecticut Sun,66,0,3.0,-3.0,1,0,613,1764,L,W,L 66-69 vs. New York Liberty,W 69-66 @ Connecticut Sun
2004,2004-09-17,Minnesota Lynx,78,Los Angeles Sparks,66,0,12.0,-12.0,1,0,613,1765,L,W,L 66-78 vs. Minnesota Lynx,W 78-66 @ Los Angeles Sparks
2004,2004-09-17,Charlotte Sting,65,San Antonio Silver Stars,82,0,-17.0,17.0,0,1,613,1766,W,L,W 82-65 vs. Charlotte Sting,L 65-82 @ San Antonio Silver Stars
2004,2004-09-18,Los Angeles Sparks,83,Seattle Storm,80,0,3.0,-3.0,1,0,614,1767,L,W,L 80-83 vs. Los Angeles Sparks,W 83-80 @ Seattle Storm
2004,2004-09-18,Houston Comets,48,Sacramento Monarchs,68,0,-20.0,20.0,0,1,614,1768,W,L,W 68-48 vs. Houston Comets,L 48-68 @ Sacramento Monarchs
2004,2004-09-19,Houston Comets,64,Phoenix Mercury,78,0,-14.0,14.0,0,1,615,1769,W,L,W 78-64 vs. Houston Comets,L 64-78 @ Phoenix Mercury
2004,2004-09-19,Minnesota Lynx,63,Sacramento Monarchs,72,0,-9.0,9.0,0,1,615,1770,W,L,W 72-63 vs. Minnesota Lynx,L 63-72 @ Sacramento Monarchs
2004,2004-09-19,Indiana Fever,60,Connecticut Sun,80,0,-20.0,20.0,0,1,615,1771,W,L,W 80-60 vs. Indiana Fever,L 60-80 @ Connecticut Sun
2004,2004-09-19,Washington Mystics,75,New York Liberty,79,0,-4.0,4.0,0,1,615,1772,W,L,W 79-75 vs. Washington Mystics,L 75-79 @ New York Liberty
2004,2004-09-19,Charlotte Sting,54,Detroit Shock,68,0,-14.0,14.0,0,1,615,1773,W,L,W 68-54 vs. Charlotte Sting,L 54-68 @ Detroit Shock
2004,2004-09-24,New York Liberty,75,Detroit Shock,62,0,13.0,-13.0,1,0,616,1774,L,W,L 62-75 vs. New York Liberty,W 75-62 @ Detroit Shock
2004,2004-09-24,Los Angeles Sparks,52,Sacramento Monarchs,72,0,-20.0,20.0,0,1,616,1775,W,L,W 72-52 vs. Los Angeles Sparks,L 52-72 @ Sacramento Monarchs
2004,2004-09-25,Seattle Storm,70,Minnesota Lynx,58,0,12.0,-12.0,1,0,617,1776,L,W,L 58-70 vs. Seattle Storm,W 70-58 @ Minnesota Lynx
2004,2004-09-25,Connecticut Sun,59,Washington Mystics,67,0,-8.0,8.0,0,1,617,1777,W,L,W 67-59 vs. Connecticut Sun,L 59-67 @ Washington Mystics
2004,2004-09-26,Detroit Shock,76,New York Liberty,66,0,10.0,-10.0,1,0,618,1778,L,W,L 66-76 vs. Detroit Shock,W 76-66 @ New York Liberty
2004,2004-09-26,Sacramento Monarchs,57,Los Angeles Sparks,71,0,-14.0,14.0,0,1,618,1779,W,L,W 71-57 vs. Sacramento Monarchs,L 57-71 @ Los Angeles Sparks
2004,2004-09-27,Washington Mystics,70,Connecticut Sun,80,0,-10.0,10.0,0,1,619,1780,W,L,W 80-70 vs. Washington Mystics,L 70-80 @ Connecticut Sun
2004,2004-09-27,Minnesota Lynx,54,Seattle Storm,64,0,-10.0,10.0,0,1,619,1781,W,L,W 64-54 vs. Minnesota Lynx,L 54-64 @ Seattle Storm
2004,2004-09-28,Detroit Shock,64,New York Liberty,66,0,-2.0,2.0,0,1,620,1782,W,L,W 66-64 vs. Detroit Shock,L 64-66 @ New York Liberty
2004,2004-09-28,Sacramento Monarchs,73,Los Angeles Sparks,58,0,15.0,-15.0,1,0,620,1783,L,W,L 58-73 vs. Sacramento Monarchs,W 73-58 @ Los Angeles Sparks
2004,2004-09-29,Washington Mystics,56,Connecticut Sun,76,0,-20.0,20.0,0,1,621,1784,W,L,W 76-56 vs. Washington Mystics,L 56-76 @ Connecticut Sun
2004,2004-10-01,Connecticut Sun,61,New York Liberty,51,0,10.0,-10.0,1,0,622,1785,L,W,L 51-61 vs. Connecticut Sun,W 61-51 @ New York Liberty
2004,2004-10-01,Seattle Storm,72,Sacramento Monarchs,74,0,-2.0,2.0,0,1,622,1786,W,L,W 74-72 vs. Seattle Storm,L 72-74 @ Sacramento Monarchs
2004,2004-10-03,Sacramento Monarchs,54,Seattle Storm,66,0,-12.0,12.0,0,1,623,1787,W,L,W 66-54 vs. Sacramento Monarchs,L 54-66 @ Seattle Storm
2004,2004-10-03,New York Liberty,57,Connecticut Sun,60,0,-3.0,3.0,0,1,623,1788,W,L,W 60-57 vs. New York Liberty,L 57-60 @ Connecticut Sun
2004,2004-10-05,Sacramento Monarchs,62,Seattle Storm,82,0,-20.0,20.0,0,1,624,1789,W,L,W 82-62 vs. Sacramento Monarchs,L 62-82 @ Seattle Storm
2004,2004-10-08,Seattle Storm,64,Connecticut Sun,68,0,-4.0,4.0,0,1,625,1790,W,L,W 68-64 vs. Seattle Storm,L 64-68 @ Connecticut Sun
2004,2004-10-10,Connecticut Sun,65,Seattle Storm,67,0,-2.0,2.0,0,1,626,1791,W,L,W 67-65 vs. Connecticut Sun,L 65-67 @ Seattle Storm
2004,2004-10-12,Connecticut Sun,60,Seattle Storm,74,0,-14.0,14.0,0,1,627,1792,W,L,W 74-60 vs. Connecticut Sun,L 60-74 @ Seattle Storm
2005,2005-05-21,Connecticut Sun,67,Detroit Shock,78,0,-11.0,11.0,0,1,628,1793,W,L,W 78-67 vs. Connecticut Sun,L 67-78 @ Detroit Shock
2005,2005-05-21,Washington Mystics,60,Charlotte Sting,42,0,18.0,-18.0,1,0,628,1794,L,W,L 42-60 vs. Washington Mystics,W 60-42 @ Charlotte Sting
2005,2005-05-21,Houston Comets,78,San Antonio Silver Stars,70,0,8.0,-8.0,1,0,628,1795,L,W,L 70-78 vs. Houston Comets,W 78-70 @ San Antonio Silver Stars
2005,2005-05-21,Sacramento Monarchs,77,Phoenix Mercury,72,0,5.0,-5.0,1,0,628,1796,L,W,L 72-77 vs. Sacramento Monarchs,W 77-72 @ Phoenix Mercury
2005,2005-05-21,Los Angeles Sparks,68,Seattle Storm,50,0,18.0,-18.0,1,0,628,1797,L,W,L 50-68 vs. Los Angeles Sparks,W 68-50 @ Seattle Storm
2005,2005-05-22,Detroit Shock,78,New York Liberty,71,0,7.0,-7.0,1,0,629,1798,L,W,L 71-78 vs. Detroit Shock,W 78-71 @ New York Liberty
2005,2005-05-22,Charlotte Sting,58,Indiana Fever,68,0,-10.0,10.0,0,1,629,1799,W,L,W 68-58 vs. Charlotte Sting,L 58-68 @ Indiana Fever
2005,2005-05-22,Connecticut Sun,69,Washington Mystics,67,0,2.0,-2.0,1,0,629,1800,L,W,L 67-69 vs. Connecticut Sun,W 69-67 @ Washington Mystics
2005,2005-05-22,Minnesota Lynx,65,Houston Comets,79,0,-14.0,14.0,0,1,629,1801,W,L,W 79-65 vs. Minnesota Lynx,L 65-79 @ Houston Comets
2005,2005-05-24,Phoenix Mercury,76,Indiana Fever,83,0,-7.0,7.0,0,1,630,1802,W,L,W 83-76 vs. Phoenix Mercury,L 76-83 @ Indiana Fever
2005,2005-05-24,San Antonio Silver Stars,65,Detroit Shock,74,0,-9.0,9.0,0,1,630,1803,W,L,W 74-65 vs. San Antonio Silver Stars,L 65-74 @ Detroit Shock
2005,2005-05-25,Los Angeles Sparks,65,Minnesota Lynx,68,0,-3.0,3.0,0,1,631,1804,W,L,W 68-65 vs. Los Angeles Sparks,L 65-68 @ Minnesota Lynx
2005,2005-05-26,Indiana Fever,67,New York Liberty,59,0,8.0,-8.0,1,0,632,1805,L,W,L 59-67 vs. Indiana Fever,W 67-59 @ New York Liberty
2005,2005-05-26,Los Angeles Sparks,84,Washington Mystics,75,0,9.0,-9.0,1,0,632,1806,L,W,L 75-84 vs. Los Angeles Sparks,W 84-75 @ Washington Mystics
2005,2005-05-26,Phoenix Mercury,68,Charlotte Sting,58,0,10.0,-10.0,1,0,632,1807,L,W,L 58-68 vs. Phoenix Mercury,W 68-58 @ Charlotte Sting
2005,2005-05-27,Houston Comets,69,Seattle Storm,79,0,-10.0,10.0,0,1,633,1808,W,L,W 79-69 vs. Houston Comets,L 69-79 @ Seattle Storm
2005,2005-05-27,Sacramento Monarchs,71,San Antonio Silver Stars,67,0,4.0,-4.0,1,0,633,1809,L,W,L 67-71 vs. Sacramento Monarchs,W 71-67 @ San Antonio Silver Stars
2005,2005-05-28,Phoenix Mercury,68,Connecticut Sun,85,0,-17.0,17.0,0,1,634,1810,W,L,W 85-68 vs. Phoenix Mercury,L 68-85 @ Connecticut Sun
2005,2005-05-28,Los Angeles Sparks,75,Charlotte Sting,84,0,-9.0,9.0,0,1,634,1811,W,L,W 84-75 vs. Los Angeles Sparks,L 75-84 @ Charlotte Sting
2005,2005-05-29,Indiana Fever,78,Houston Comets,86,0,-8.0,8.0,0,1,635,1812,W,L,W 86-78 vs. Indiana Fever,L 78-86 @ Houston Comets
2005,2005-05-29,San Antonio Silver Stars,51,Seattle Storm,79,0,-28.0,28.0,0,1,635,1813,W,L,W 79-51 vs. San Antonio Silver Stars,L 51-79 @ Seattle Storm
2005,2005-05-29,Sacramento Monarchs,67,Minnesota Lynx,66,0,1.0,-1.0,1,0,635,1814,L,W,L 66-67 vs. Sacramento Monarchs,W 67-66 @ Minnesota Lynx
2005,2005-05-31,San Antonio Silver Stars,70,Los Angeles Sparks,81,0,-11.0,11.0,0,1,636,1815,W,L,W 81-70 vs. San Antonio Silver Stars,L 70-81 @ Los Angeles Sparks
2005,2005-06-01,New York Liberty,77,Washington Mystics,68,0,9.0,-9.0,1,0,637,1816,L,W,L 68-77 vs. New York Liberty,W 77-68 @ Washington Mystics
2005,2005-06-01,Sacramento Monarchs,60,Indiana Fever,61,0,-1.0,1.0,0,1,637,1817,W,L,W 61-60 vs. Sacramento Monarchs,L 60-61 @ Indiana Fever
2005,2005-06-02,Seattle Storm,78,Phoenix Mercury,67,0,11.0,-11.0,1,0,638,1818,L,W,L 67-78 vs. Seattle Storm,W 78-67 @ Phoenix Mercury
2005,2005-06-02,Charlotte Sting,62,San Antonio Silver Stars,69,0,-7.0,7.0,0,1,638,1819,W,L,W 69-62 vs. Charlotte Sting,L 62-69 @ San Antonio Silver Stars
2005,2005-06-03,Minnesota Lynx,71,Washington Mystics,74,0,-3.0,3.0,0,1,639,1820,W,L,W 74-71 vs. Minnesota Lynx,L 71-74 @ Washington Mystics
2005,2005-06-03,New York Liberty,66,Detroit Shock,68,0,-2.0,2.0,0,1,639,1821,W,L,W 68-66 vs. New York Liberty,L 66-68 @ Detroit Shock
2005,2005-06-04,Phoenix Mercury,57,Houston Comets,59,0,-2.0,2.0,0,1,640,1822,W,L,W 59-57 vs. Phoenix Mercury,L 57-59 @ Houston Comets
2005,2005-06-04,Los Angeles Sparks,53,Sacramento Monarchs,81,0,-28.0,28.0,0,1,640,1823,W,L,W 81-53 vs. Los Angeles Sparks,L 53-81 @ Sacramento Monarchs
2005,2005-06-04,San Antonio Silver Stars,69,Connecticut Sun,80,0,-11.0,11.0,0,1,640,1824,W,L,W 80-69 vs. San Antonio Silver Stars,L 69-80 @ Connecticut Sun
2005,2005-06-04,Charlotte Sting,67,Minnesota Lynx,73,0,-6.0,6.0,0,1,640,1825,W,L,W 73-67 vs. Charlotte Sting,L 67-73 @ Minnesota Lynx
2005,2005-06-04,Indiana Fever,77,Seattle Storm,83,0,-6.0,6.0,0,1,640,1826,W,L,W 83-77 vs. Indiana Fever,L 77-83 @ Seattle Storm
2005,2005-06-05,Washington Mystics,58,New York Liberty,61,0,-3.0,3.0,0,1,641,1827,W,L,W 61-58 vs. Washington Mystics,L 58-61 @ New York Liberty
2005,2005-06-07,Washington Mystics,62,San Antonio Silver Stars,71,0,-9.0,9.0,0,1,642,1828,W,L,W 71-62 vs. Washington Mystics,L 62-71 @ San Antonio Silver Stars
2005,2005-06-07,Indiana Fever,51,Sacramento Monarchs,65,0,-14.0,14.0,0,1,642,1829,W,L,W 65-51 vs. Indiana Fever,L 51-65 @ Sacramento Monarchs
2005,2005-06-07,Minnesota Lynx,62,Houston Comets,58,0,4.0,-4.0,1,0,642,1830,L,W,L 58-62 vs. Minnesota Lynx,W 62-58 @ Houston Comets
2005,2005-06-07,Seattle Storm,69,Connecticut Sun,81,0,-12.0,12.0,0,1,642,1831,W,L,W 81-69 vs. Seattle Storm,L 69-81 @ Connecticut Sun
2005,2005-06-08,Phoenix Mercury,66,Los Angeles Sparks,63,0,3.0,-3.0,1,0,643,1832,L,W,L 63-66 vs. Phoenix Mercury,W 66-63 @ Los Angeles Sparks
2005,2005-06-08,Seattle Storm,76,Detroit Shock,61,0,15.0,-15.0,1,0,643,1833,L,W,L 61-76 vs. Seattle Storm,W 76-61 @ Detroit Shock
2005,2005-06-10,Connecticut Sun,77,Houston Comets,57,0,20.0,-20.0,1,0,644,1834,L,W,L 57-77 vs. Connecticut Sun,W 77-57 @ Houston Comets
2005,2005-06-10,New York Liberty,59,Indiana Fever,62,0,-3.0,3.0,0,1,644,1835,W,L,W 62-59 vs. New York Liberty,L 59-62 @ Indiana Fever
2005,2005-06-10,Seattle Storm,52,Washington Mystics,64,0,-12.0,12.0,0,1,644,1836,W,L,W 64-52 vs. Seattle Storm,L 52-64 @ Washington Mystics
2005,2005-06-10,Phoenix Mercury,61,Sacramento Monarchs,73,0,-12.0,12.0,0,1,644,1837,W,L,W 73-61 vs. Phoenix Mercury,L 61-73 @ Sacramento Monarchs
2005,2005-06-10,Charlotte Sting,55,Detroit Shock,69,0,-14.0,14.0,0,1,644,1838,W,L,W 69-55 vs. Charlotte Sting,L 55-69 @ Detroit Shock
2005,2005-06-11,Sacramento Monarchs,74,Los Angeles Sparks,81,0,-7.0,7.0,0,1,645,1839,W,L,W 81-74 vs. Sacramento Monarchs,L 74-81 @ Los Angeles Sparks
2005,2005-06-11,Washington Mystics,60,Minnesota Lynx,78,0,-18.0,18.0,0,1,645,1840,W,L,W 78-60 vs. Washington Mystics,L 60-78 @ Minnesota Lynx
2005,2005-06-11,Connecticut Sun,78,San Antonio Silver Stars,69,0,9.0,-9.0,1,0,645,1841,L,W,L 69-78 vs. Connecticut Sun,W 78-69 @ San Antonio Silver Stars
2005,2005-06-12,Detroit Shock,69,New York Liberty,72,0,-3.0,3.0,0,1,646,1842,W,L,W 72-69 vs. Detroit Shock,L 69-72 @ New York Liberty
2005,2005-06-12,Seattle Storm,62,Charlotte Sting,60,0,2.0,-2.0,1,0,646,1843,L,W,L 60-62 vs. Seattle Storm,W 62-60 @ Charlotte Sting
2005,2005-06-13,Houston Comets,68,Sacramento Monarchs,74,0,-6.0,6.0,0,1,647,1844,W,L,W 74-68 vs. Houston Comets,L 68-74 @ Sacramento Monarchs
2005,2005-06-15,Houston Comets,64,Los Angeles Sparks,83,0,-19.0,19.0,0,1,648,1845,W,L,W 83-64 vs. Houston Comets,L 64-83 @ Los Angeles Sparks
2005,2005-06-15,San Antonio Silver Stars,62,Phoenix Mercury,76,0,-14.0,14.0,0,1,648,1846,W,L,W 76-62 vs. San Antonio Silver Stars,L 62-76 @ Phoenix Mercury
2005,2005-06-15,Minnesota Lynx,86,Seattle Storm,81,0,5.0,-5.0,1,0,648,1847,L,W,L 81-86 vs. Minnesota Lynx,W 86-81 @ Seattle Storm
2005,2005-06-15,Detroit Shock,79,Indiana Fever,84,0,-5.0,5.0,0,1,648,1848,W,L,W 84-79 vs. Detroit Shock,L 79-84 @ Indiana Fever
2005,2005-06-16,Indiana Fever,60,Charlotte Sting,57,0,3.0,-3.0,1,0,649,1849,L,W,L 57-60 vs. Indiana Fever,W 60-57 @ Charlotte Sting
2005,2005-06-17,Minnesota Lynx,50,Sacramento Monarchs,67,0,-17.0,17.0,0,1,650,1850,W,L,W 67-50 vs. Minnesota Lynx,L 50-67 @ Sacramento Monarchs
2005,2005-06-18,Phoenix Mercury,54,New York Liberty,65,0,-11.0,11.0,0,1,651,1851,W,L,W 65-54 vs. Phoenix Mercury,L 54-65 @ New York Liberty
2005,2005-06-18,Detroit Shock,63,Connecticut Sun,73,0,-10.0,10.0,0,1,651,1852,W,L,W 73-63 vs. Detroit Shock,L 63-73 @ Connecticut Sun
2005,2005-06-18,Indiana Fever,78,Washington Mystics,88,0,-10.0,10.0,0,1,651,1853,W,L,W 88-78 vs. Indiana Fever,L 78-88 @ Washington Mystics
2005,2005-06-18,Houston Comets,75,San Antonio Silver Stars,69,0,6.0,-6.0,1,0,651,1854,L,W,L 69-75 vs. Houston Comets,W 75-69 @ San Antonio Silver Stars
2005,2005-06-18,Minnesota Lynx,56,Los Angeles Sparks,69,0,-13.0,13.0,0,1,651,1855,W,L,W 69-56 vs. Minnesota Lynx,L 56-69 @ Los Angeles Sparks
2005,2005-06-20,Connecticut Sun,90,Los Angeles Sparks,70,0,20.0,-20.0,1,0,652,1856,L,W,L 70-90 vs. Connecticut Sun,W 90-70 @ Los Angeles Sparks
2005,2005-06-21,San Antonio Silver Stars,59,New York Liberty,77,0,-18.0,18.0,0,1,653,1857,W,L,W 77-59 vs. San Antonio Silver Stars,L 59-77 @ New York Liberty
2005,2005-06-21,Phoenix Mercury,56,Washington Mystics,77,0,-21.0,21.0,0,1,653,1858,W,L,W 77-56 vs. Phoenix Mercury,L 56-77 @ Washington Mystics
2005,2005-06-22,Phoenix Mercury,59,Minnesota Lynx,75,0,-16.0,16.0,0,1,654,1859,W,L,W 75-59 vs. Phoenix Mercury,L 59-75 @ Minnesota Lynx
2005,2005-06-22,Connecticut Sun,86,Seattle Storm,95,0,-9.0,9.0,0,1,654,1860,W,L,W 95-86 vs. Connecticut Sun,L 86-95 @ Seattle Storm
2005,2005-06-23,San Antonio Silver Stars,64,Charlotte Sting,49,0,15.0,-15.0,1,0,655,1861,L,W,L 49-64 vs. San Antonio Silver Stars,W 64-49 @ Charlotte Sting
2005,2005-06-24,Minnesota Lynx,55,Indiana Fever,57,0,-2.0,2.0,0,1,656,1862,W,L,W 57-55 vs. Minnesota Lynx,L 55-57 @ Indiana Fever
2005,2005-06-24,Connecticut Sun,61,Sacramento Monarchs,50,0,11.0,-11.0,1,0,656,1863,L,W,L 50-61 vs. Connecticut Sun,W 61-50 @ Sacramento Monarchs
2005,2005-06-24,Seattle Storm,65,Los Angeles Sparks,76,0,-11.0,11.0,0,1,656,1864,W,L,W 76-65 vs. Seattle Storm,L 65-76 @ Los Angeles Sparks
2005,2005-06-24,Washington Mystics,69,Detroit Shock,55,0,14.0,-14.0,1,0,656,1865,L,W,L 55-69 vs. Washington Mystics,W 69-55 @ Detroit Shock
2005,2005-06-25,San Antonio Silver Stars,44,Houston Comets,62,0,-18.0,18.0,0,1,657,1866,W,L,W 62-44 vs. San Antonio Silver Stars,L 44-62 @ Houston Comets
2005,2005-06-25,Connecticut Sun,77,Phoenix Mercury,69,0,8.0,-8.0,1,0,657,1867,L,W,L 69-77 vs. Connecticut Sun,W 77-69 @ Phoenix Mercury
2005,2005-06-25,New York Liberty,61,Charlotte Sting,67,0,-6.0,6.0,0,1,657,1868,W,L,W 67-61 vs. New York Liberty,L 61-67 @ Charlotte Sting
2005,2005-06-26,Seattle Storm,70,Minnesota Lynx,73,0,-3.0,3.0,0,1,658,1869,W,L,W 73-70 vs. Seattle Storm,L 70-73 @ Minnesota Lynx
2005,2005-06-26,Sacramento Monarchs,62,Washington Mystics,57,0,5.0,-5.0,1,0,658,1870,L,W,L 57-62 vs. Sacramento Monarchs,W 62-57 @ Washington Mystics
2005,2005-06-26,Los Angeles Sparks,73,Detroit Shock,79,0,-6.0,6.0,0,1,658,1871,W,L,W 79-73 vs. Los Angeles Sparks,L 73-79 @ Detroit Shock
2005,2005-06-28,San Antonio Silver Stars,53,Minnesota Lynx,63,0,-10.0,10.0,0,1,659,1872,W,L,W 63-53 vs. San Antonio Silver Stars,L 53-63 @ Minnesota Lynx
2005,2005-06-28,Seattle Storm,67,Houston Comets,71,0,-4.0,4.0,0,1,659,1873,W,L,W 71-67 vs. Seattle Storm,L 67-71 @ Houston Comets
2005,2005-06-28,Washington Mystics,66,Charlotte Sting,61,0,5.0,-5.0,1,0,659,1874,L,W,L 61-66 vs. Washington Mystics,W 66-61 @ Charlotte Sting
2005,2005-06-28,Los Angeles Sparks,61,Indiana Fever,58,0,3.0,-3.0,1,0,659,1875,L,W,L 58-61 vs. Los Angeles Sparks,W 61-58 @ Indiana Fever
2005,2005-06-28,Sacramento Monarchs,66,Connecticut Sun,70,0,-4.0,4.0,0,1,659,1876,W,L,W 70-66 vs. Sacramento Monarchs,L 66-70 @ Connecticut Sun
2005,2005-06-30,Seattle Storm,69,San Antonio Silver Stars,81,0,-12.0,12.0,0,1,660,1877,W,L,W 81-69 vs. Seattle Storm,L 69-81 @ San Antonio Silver Stars
2005,2005-06-30,Minnesota Lynx,56,Connecticut Sun,71,0,-15.0,15.0,0,1,660,1878,W,L,W 71-56 vs. Minnesota Lynx,L 56-71 @ Connecticut Sun
2005,2005-06-30,Charlotte Sting,50,Washington Mystics,65,0,-15.0,15.0,0,1,660,1879,W,L,W 65-50 vs. Charlotte Sting,L 50-65 @ Washington Mystics
2005,2005-06-30,Sacramento Monarchs,61,New York Liberty,50,0,11.0,-11.0,1,0,660,1880,L,W,L 50-61 vs. Sacramento Monarchs,W 61-50 @ New York Liberty
2005,2005-07-01,Sacramento Monarchs,80,Detroit Shock,63,0,17.0,-17.0,1,0,661,1881,L,W,L 63-80 vs. Sacramento Monarchs,W 80-63 @ Detroit Shock
2005,2005-07-02,Phoenix Mercury,63,Los Angeles Sparks,86,0,-23.0,23.0,0,1,662,1882,W,L,W 86-63 vs. Phoenix Mercury,L 63-86 @ Los Angeles Sparks
2005,2005-07-02,New York Liberty,57,San Antonio Silver Stars,69,0,-12.0,12.0,0,1,662,1883,W,L,W 69-57 vs. New York Liberty,L 57-69 @ San Antonio Silver Stars
2005,2005-07-02,Charlotte Sting,65,Houston Comets,75,0,-10.0,10.0,0,1,662,1884,W,L,W 75-65 vs. Charlotte Sting,L 65-75 @ Houston Comets
2005,2005-07-03,Sacramento Monarchs,67,Seattle Storm,74,0,-7.0,7.0,0,1,663,1885,W,L,W 74-67 vs. Sacramento Monarchs,L 67-74 @ Seattle Storm
2005,2005-07-05,New York Liberty,67,Los Angeles Sparks,55,0,12.0,-12.0,1,0,664,1886,L,W,L 55-67 vs. New York Liberty,W 67-55 @ Los Angeles Sparks
2005,2005-07-05,Phoenix Mercury,76,San Antonio Silver Stars,69,0,7.0,-7.0,1,0,664,1887,L,W,L 69-76 vs. Phoenix Mercury,W 76-69 @ San Antonio Silver Stars
2005,2005-07-05,Houston Comets,75,Detroit Shock,66,0,9.0,-9.0,1,0,664,1888,L,W,L 66-75 vs. Houston Comets,W 75-66 @ Detroit Shock
2005,2005-07-06,Seattle Storm,61,Phoenix Mercury,73,0,-12.0,12.0,0,1,665,1889,W,L,W 73-61 vs. Seattle Storm,L 61-73 @ Phoenix Mercury
2005,2005-07-07,Houston Comets,65,Indiana Fever,63,0,2.0,-2.0,1,0,666,1890,L,W,L 63-65 vs. Houston Comets,W 65-63 @ Indiana Fever
2005,2005-07-07,Minnesota Lynx,58,Charlotte Sting,66,0,-8.0,8.0,0,1,666,1891,W,L,W 66-58 vs. Minnesota Lynx,L 58-66 @ Charlotte Sting
2005,2005-07-07,Detroit Shock,76,Washington Mystics,62,0,14.0,-14.0,1,0,666,1892,L,W,L 62-76 vs. Detroit Shock,W 76-62 @ Washington Mystics
2005,2005-07-07,Connecticut Sun,79,New York Liberty,89,0,-10.0,10.0,0,1,666,1893,W,L,W 89-79 vs. Connecticut Sun,L 79-89 @ New York Liberty
2005,2005-07-12,New York Liberty,68,Houston Comets,65,0,3.0,-3.0,1,0,667,1894,L,W,L 65-68 vs. New York Liberty,W 68-65 @ Houston Comets
2005,2005-07-12,Charlotte Sting,59,Los Angeles Sparks,71,0,-12.0,12.0,0,1,667,1895,W,L,W 71-59 vs. Charlotte Sting,L 59-71 @ Los Angeles Sparks
2005,2005-07-13,Connecticut Sun,53,Indiana Fever,64,0,-11.0,11.0,0,1,668,1896,W,L,W 64-53 vs. Connecticut Sun,L 53-64 @ Indiana Fever
2005,2005-07-13,Washington Mystics,78,Seattle Storm,71,0,7.0,-7.0,1,0,668,1897,L,W,L 71-78 vs. Washington Mystics,W 78-71 @ Seattle Storm
2005,2005-07-13,Charlotte Sting,62,Phoenix Mercury,82,0,-20.0,20.0,0,1,668,1898,W,L,W 82-62 vs. Charlotte Sting,L 62-82 @ Phoenix Mercury
2005,2005-07-13,Detroit Shock,61,Minnesota Lynx,71,0,-10.0,10.0,0,1,668,1899,W,L,W 71-61 vs. Detroit Shock,L 61-71 @ Minnesota Lynx
2005,2005-07-14,San Antonio Silver Stars,61,Sacramento Monarchs,72,0,-11.0,11.0,0,1,669,1900,W,L,W 72-61 vs. San Antonio Silver Stars,L 61-72 @ Sacramento Monarchs
2005,2005-07-15,Washington Mystics,66,Phoenix Mercury,77,0,-11.0,11.0,0,1,670,1901,W,L,W 77-66 vs. Washington Mystics,L 66-77 @ Phoenix Mercury
2005,2005-07-15,Houston Comets,66,Connecticut Sun,70,0,-4.0,4.0,0,1,670,1902,W,L,W 70-66 vs. Houston Comets,L 66-70 @ Connecticut Sun
2005,2005-07-15,Minnesota Lynx,64,New York Liberty,60,0,4.0,-4.0,1,0,670,1903,L,W,L 60-64 vs. Minnesota Lynx,W 64-60 @ New York Liberty
2005,2005-07-15,San Antonio Silver Stars,70,Seattle Storm,92,0,-22.0,22.0,0,1,670,1904,W,L,W 92-70 vs. San Antonio Silver Stars,L 70-92 @ Seattle Storm
2005,2005-07-15,Detroit Shock,57,Indiana Fever,62,0,-5.0,5.0,0,1,670,1905,W,L,W 62-57 vs. Detroit Shock,L 57-62 @ Indiana Fever
2005,2005-07-16,Washington Mystics,59,Sacramento Monarchs,73,0,-14.0,14.0,0,1,671,1906,W,L,W 73-59 vs. Washington Mystics,L 59-73 @ Sacramento Monarchs
2005,2005-07-16,Seattle Storm,78,Los Angeles Sparks,70,0,8.0,-8.0,1,0,671,1907,L,W,L 70-78 vs. Seattle Storm,W 78-70 @ Los Angeles Sparks
2005,2005-07-17,Connecticut Sun,72,Minnesota Lynx,53,0,19.0,-19.0,1,0,672,1908,L,W,L 53-72 vs. Connecticut Sun,W 72-53 @ Minnesota Lynx
